user,relevant,developer
"Google maps is a very great map app and I really like to just look around the world because I am a little young to be driving so I can’t really go places and track where I go so I just play on it. One thing I think that could be better is updating the pictures more often even though yes, it might be a little spendy and I realize that but I don’t know. It’s just an opinion; otherwise, the app is very great 👍",0,
"By far one of the best desserts I’ve ever had.  The P’zookie was crispy on the outside and gooey in the center with a great mixture of salty and sweet, all topped off with ice cream and chocolate.  Amaze Balls!!!!  The customer service was over the top friendly and helpful offering tastes of all the flavors and educating us on the menu and the different options, which, by the way, are endless.  If you haven’t tried DoughCo, you are truly missing out.",0,
"We happened upon this gem when heading to see the intrepid and wanted lunch before we took the ferry! I had the gyros and the rest of my family had PIZZA!! Everything was delicious! The staff was very kind and very Authentic! Loved everything about this place! Great for families and wonderful location! The negative reviews were looking for something negative, I had a wonderful experience!!!",0,
After latest update navigation freezes and didn't show right location and takes a bit to even show I've moved when driving. Today it took 2 miles before it should I was moving and stuff quite a bit. Needs fixing ASAP. Apple maps did the same thing.,0,
"Usually this is the most reliable app on my phone, but no longer. Lately whenever I get directions to a place, it will start off as normal and immediately freeze up and will just stay that way. Even if the arrow does start moving again, it will mark my location point completely off from where I actually am.  I have to look at the step by step directions before I go anywhere now because this app has become unreliable for navigation. Very disappointed.",1,"If you're still experiencing this on version 4.44 of Google Maps, you can try downloading a GPS testing app (available on the App Store) to test if your GPS is working. If the app shows GPS problems, the issue is not within Google Maps."
"It would be a really awesome idea to incorporate an interactive map in which the user can use their finger to outline a certain route he or she desires and tb google app calculate the time it would take to reach the destination. Also, I’m not sure If there is but i can’t seem to find the satellite option. That would also be another great idea to add in the future update.",0,
"Google maps by far works the best, quickest, most efficiently with the Lyft driver app.  But it gets into these ruts where it keeps locating me 10 blocks down the street. Or it will randomly change to walking mode.  Or it will send me down an alley behind homes, when the address for the residence is on the facing street. When I’m trying to get a passenger to her destination, it’s very frustrating for all parties in the car to...•pull over...•force close the app...•reopen...•crap it’s still stuck...•delete and have to use Waze...•wait for Waze to open and orient itself NOT GOOD for tips or my star rating.",0,
Restart phone does not help either. The app is not responsive at all.  This is the only app that does this after updating. Should have sticked to the older version. 12/23 google replied stating I should reinstall the app. It didn't help either. App still will not start. 2/3/18 Google map is working again out of the blue. I didn't update any softwares. I guess it's all good now. Thanks for the follow ups.,1,1/30 Are you still experiencing this after updating to version 4.44 of Google Maps?
"It's my go to GPS. very accurate when it comes to telling with when to turn! Second would be Waze only because it allows you see track certain things in the area (accidents, poleholes, traffic cameras, etc.). Only request I would like for Google Maps is to add the speed limit and current speed on the app.",1,"Speed limits in navigation should be available in your country! Thank you for your patience as we roll this feature out. To use this feature (once it’s available to you) in the latest version of Google Maps just start driving navigation. In some locations, the maximum speed limit appears as a black and white box. In other locations, the maximum speed limit may appear as a red and white circle. You can learn more about this feature in this Google Maps Help Center article: https://support.google.com/maps/answer/3273406"
Reserved midsize car at Budget Car rental at Tampa airport and they were out of midsize cars and upgraded us to a Chrysler Pacifica. It was a blessing in disguise because we are a family of five adults and it could also easily accommodate my parents as well while traveling to restaurants! Everyone at rental was very friendly and price was fair too. Would definitely rent from Budget again.,0,
"This App is overall good except for a very basic feature: Speed limit display. This is a much needed feature specially if you drive through local and rural highways where speed limits change frequently. I have read that Google Maps do show speed limit in parts of Northern California, but this is not the case here in Texas. I had to leave this to use other apps. Any idea when speed limit feature will be added for Texas?",1,"Speed limits in navigation should be available in your country! Thank you for your patience as we roll this feature out. To use this feature (once it’s available to you) in the latest version of Google Maps just start driving navigation. In some locations, the maximum speed limit appears as a black and white box. In other locations, the maximum speed limit may appear as a red and white circle. You can learn more about this feature in this Google Maps Help Center article: https://support.google.com/maps/answer/3273406"
"Previous versions of the app would give you turn by turn directions, but this new version tells you to continue straight 70 times, then tells you to turn. It interrupts your music and conversations to say, “in 1000 feet, continue straight. Continue straight. In a quarter of a mile continue straight.” Except for this one feature, google maps is the best.",0,
"It's not the best of the best, but it helps me a lot when looking for something! It's very useful! You can find almost anything and everything on this app! It's an amazing app! It could use a bit more add ins and stuff like that, but without them, the app will still be great! Like I said, it's not the best app, and could use some last minute touch ins, that's why I'm rating it a four star! Keep us the good work! This app was overall, AMAZING!",0,
"I gotta say this app help me from Washington to California after my phone got disconnected after a missed payment but I still managed to get to my destination through a quick search through WiFi, I stayed through route and I had to stop by and pump gas it loss connections but worked fine after I got back on route.",0,
I think that Google maps are really great. It offers you everything others do and more.  When you are planning a trip using it you can almost see with the satellite imaging what is around you . I really enjoyed using it. As a matter of fact I use it to take a trip without even leaving the my home.,0,
"I have been using Google Maps almost daily since June 2005 when I bought my T-Mobile MDA smartphone.  Today I uninstalled Google Maps forever because it no longer works right. All day long I have been trying to get transit directions using Google Maps and instead of just telling me “Bus X will arrive at the corner of A Avenue at Y time,” Google Maps is directing me to walk 3 miles, hop on a bus, hop off and walk 3 more miles.  The total distance I was going was less than 2 miles in total.  I ended up using Uber after I couldn’t get any reliable transit information using Google Maps. A call to the transit agency confirmed that there are no traffic delays or problems that would cause any rerouting or transit detours.  So I uninstalled Google Maps and used Apple’s built-in map app for the very first time and it gave me the correct transit information that I needed.",0,
"Overall google maps is great and I like the recently added feature that lets you provide feedback to the community about disabled vehicles and speed traps.  I would like to see an option to add voice alerts to these marked location. This would be great, especially with speed traps.",0,
I am having trouble with my google maps app. I love it! It’s beyond the best navigation app I have ever used. However lately my maps have not been showing ! I use the app for work so when half of my map is not showing in my screen it makes it difficult . I did not have this problem before the last update .,0,
"My go to app for all things Map, but in the past few months somethings changed in the map scrolling/searching behavior. Example: if I’m searching for golf courses, scrolling around looking at locations, it’ll snap to a random town and wipe out the search field and results. Entirely possible it’s a device fault as it’s an older iPhone 7, but I haven’t noticed touchscreen errors in any other apps.",0,
I never write reviews but i’m upset that Google Maps has been directing me to unreasonable routes that end up taking 20 minutes more than if i just took the normal route. It used to be a good navigating app but recently it would be acting up especially with locating where you are or even with the estimates of the alternate routes. Terrible. Some of these routes make you go in circles or make you sit in traffic for longer than the original route. Makes 0 sense. Writing this review as this app has made me 25 more minutes late to work while i sit in traffic.,1,"Thank you for your review. We're linking you to a few helpful getting started with Google Maps Guides to help you out. Please copy and paste the link into your browser: https://support.google.com/maps/answer/3273406?hl=en&amp;co=GENIE.Platform%3DiOS&amp;oco=0  If you would like some help from our community to learn more, please create a post in our Google Maps Forum for our community of experts to assist: https://goo.gl/tEyBk."
"I have been using Google maps for a long time and was a big fan. But I am not sure if something happened with the recent updates or what. Only recently, we went to New York and I could not find even a single place using the walking feature. Also, while driving out of NY, it created problems again. Please fix these issues.",1,"Thanks for your review! Check out some tips from our Help Center on how to improve the apps speed as this is the likely cause of what you are seeing: https://goo.gl/GW6uOo.   Also, please check out this Help Center link for some tips that might help improve your location accuracy: https://goo.gl/XlhhQr"
"I use google maps for everything, I love it but the past few weeks, the app has been defaulting to showing auxiliary traffic on the map in red and green. I have to go into settings each trip and turn this off because I can’t see the colors properly contrasted with my route. I wish there were a way to permanently turn this off without it returning. It makes the directions feature very challenging for me to use.",1,"5/2/18 Did this resolve your concerns? 4/12/18 Thanks for letting us know about this issue, and your patience as we fixed the problem. We appreciate it! With the latest update, Google Maps should now be working as usual."
"It will plot ‘best’ and mid trip say something like 12 minutes to go on that route, but be showing another route and say that is now 18 minutes *faster* at that moment time...meaning I would have arrived 6 minutes ago! Also will plot a route that I KNOW is no way faster but is says is best. The one time I took the bait and went that way and sure enough 1/2 way through that it recalculated time and sure enough much slower like I anticipated. Still good map coverage so I just ignore what it says to do.",0,
My husband and I each have this app on our iPhone and during a recent trip we noticed that the audio would quit if we had to make a stop. We had to restart our phones to get it to come back on.  My other issue is that there is no pause option for stops during a trip. If we have to stop for food or gas we have to end the route and reroute again once we were ready to continue our trip.,0,
Excellent and useful. I wish there were distinct symbols for my saved places so I could recognize them without going into saved places and selecting my list restaurants for example. There are other maps that do it but I far love google maps the most and have already created all my lists here.,0,
"I’m not able to set home address nor work address anymore. Other than that, it’s amazing! I was able to prove that it shows the fastest route to your destination, even when there are major back ups. Once I’m able to set a home and work addresses and able to label all other address (like friends house or other location) it would be a five star program!",0,
"Some things still need some work, hopefully some fixes are in store with a future update. There’s no night mode. Multi-trips are not optimized: It works fine on the phone app. But, once you’ve gone past your first stop and try to go to your next, it doesn’t ask you to continue. It will try to get you back to that first stop. No way to add a stop, unless you do it on your phone. Voice guidance is really low quality.",0,
I love Google maps. I use it on my iPhone. I use it  in the car even though I have CarPlay. Why? Because Apple maps works on CarPlay but google doesn’t. So I was super excited for this version that works on CarPlay. Except it doesn’t. I’ve tried. Restarted phone. Been in and out of the car many times. And my car is only a year old. CarPlay does not work. But I still love Google maps. And I’ll still use it.,0,
Every update that comes out for this app degrades the app even further. It can no long find the fastest route. Selecting the “fastest” normally means that a minute after your last chance to take the other route you’ll be stuck in bumper to bumper traffic. The latest update now makes your phone worthless if you plug it into your vehicle. I want my map on my phone and my radio on my radio. I don’t want to have the turn by turn directions which I can’t read while I am driving displayed on my phone which is hanging on my window.,0,
The app changes drastically every two weeks or so. I think the last version where the bottom would show me traffic routes to get home and to work was the best. But now you've added explore (as the default that can't be changed) and the commute which doesn't seem to work (also very confusing/not intuitive). It's nice to see you guys always working on the app but sometimes you take away the parts of the app that people really like to use.,1,"Thank you for letting us know about this issue, and your patience as we fixed the problem. We appreciate it! With the latest update, Google Maps should now be working as usual."
"Take a little time and set up google maps for maximum convenience. I like that I can get commute updates now....although the commutes in Vancouver BC, Canada are among the top five worst on this planet and that us no joke! Google maps is more adaptable than ever before and accessible from inside other activities like Siri, Photos and videos and search!",0,
"Update to review: Really Google? One of the leading technology companies in the world and you haven’t updated your apps to work for iPhone X? After you had months to do it? Nope. Deleted and going back to Apple Maps. I love using Google Maps, more than Apple Maps, but you removed the Apple Watch app for seemingly no reason and with no warning at all. I used the Apple Watch version of Google Maps on a daily if not hourly basis. I'm am very unhappy. I'll be switching over to Apple Maps until you bring back the Apple Watch app.",0,
Need to move favorites (home and Work) to the top of the recent searches for people who use this for commuting each day. I  used this app religiously up to the last update or so for travel back and forth from work. But now it mainly only shows a LARGE list of recent finds and most of the time does not show Home and Work favorites. You have to unload and reload to get it to update route options and once you select work or Home it does not show up again. Moving to another app or device,1,"Thank you for letting us know about this issue, and your patience as we fixed the problem. We appreciate it! With the latest update, Google Maps should now be working as usual."
"By far better than Apple Maps. It was crashing for a little while there but Google developers listened fix the issue and even got back to me let me know it’s fixed. I wish Apple would let users to define the default maps app. It’s rather annoying when you click on an address or get directions to a contact and end up with Apple Maps. I was in Georgia recently and Apple Maps kept taking me about 20 miles from the address I was trying to get to. When I use Apple Maps to go to my kids elementary school , Apple bring me down some bizarre side street.  And today Apple Maps caused me to go 20 miles out of my way because it had me in the wrong lane.",1,"Thank you for letting us know about this issue, and your patience as we fixed the problem. We appreciate it! With the latest update, Google Maps should now be working as usual."
"I love this app because you can see so many beautiful pictures of monuments. I also enjoy it because all I have to do is look up some random place and it can give me a 360 degree view of any place I want to see. Another great reason is because you are able to see the world in so many great perspectives. Thanks Google, keep up the good work.",0,
"I’m not sure what’s up with the new recent updates. I honestly am upset! This is too much of a new interfaces to learn! I was so comfortable using the simple command and touch and go. Right now, I’ve lost few times in the road while trying to figure out the new update on google maps on the way to school! Ugh, please fix this GPS coordination! Everything is upside down, literally.",0,
"I just found that you can now add in multiple stops to your route plan. Fantastic! However, it does not tell you the total distance of the route. I’m trying to plan walking routes that are specific distances so it wold be nice to know the full distance of the route - not just the distance from one turn to the next.",0,
"I have always preferred google maps to other navigation apps and have rarely had issues. I did the update yesterday and now when I’m driving, the app does not automatically refresh the ETA like it used to. My location dot continues to move through the route, but the driven portion no longer turns gray with an updated time. It’s frustrating that I have to continuously delete my destination and re-enter it to get an updated ETA while I’m driving. Please fix that feature!",0,
"I always use google maps and now I’m angry at this new FOR YOU pop up. It is NOT for me especially when there is no way to get out of it and get to where I can enter my destination for directions!!!!!! This is disgraceful!!!! Even if I were on the other side of the country where these FOR ME suggestions are popping up, I WOULDNT be interested!!!!!'!!!  Time to find another navigation map system!",0,
I don’t like the fact you took the saved houses off the map. I run routs from bullhead to needles and I saved all my stops with stars and now there gone and it really helped me.    Thank you for fixing the problem and caring enough to license to my concern. Ok I love your app I use it all the time and it’s a big help but it only holds 500 stars and I need a lot more,1,"Thank you for your patience as we worked on this problem. With the latest app release, this issue should now be resolved, and your saved locations should once again be visible. Please ensure your Map is up to date with this Google Maps Help Center link: https://support.google.com/maps/answer/3615175?co=GENIE.Platform%3DiOS&amp;oco=0. We appreciate your patience while this investigated and please let us know if you continue to have issues with your saved places."
"The google team responsible for updates with maps mobile apps never seems to test their own updates. Every time they release a new update, primary features bug out- such as street view not working, or satellite view not functioning, street and satellite view images not loading despite extreme internet speeds, or satellite view reverting to older sat imagery than you just had access to before, etc. updates are suppose to improve apps, apparently googles philosophy is the exact opposite. And it reaffirms why i will never buy google hardware.",0,
"New update on IOS and Google Maps and now the map feature doesn’t work. You only get the step by step WRITTEN driving instructions. If you use the map feature it’s the one before you hit start so it’s zoomed out and if you zoom in it won’t follow your movements. Super big glitch! If they fix the issues it’d be a 5 star because you can finally access the written driving instructions easily without any hassle. For now though, it’s not usable as a GPS map and that makes it unusable for pretty much everything.",0,
"Love this app, and google in general for keeping all my life organized and together. My husband and I though, like to carpool some days to work and when we want to get there the quickest, living in OC California we would obviously take the carpool lane. Unfortunately, this app doesn’t give the option to tell it that we are able to use the carpool which is the quickest, but will instead make us go side streets. Please update",0,
"I love driving around now with the Google Maps satellite view scrolling while I drive, learning so much about my own neck of the woods! Only minor issue is that I still don't see the Apple Music integration in settings, days after updating the app to the new Connie features.. Other than this minor glitch, this is a first class Navigation app.",0,
"Google Maps is by far the best app for maps and GPS. There is even an option to switch the map displayed from a general map, to a terrain map, to satellite map, to a transportation map. Some of the best map app opportunities are found with Google Maps. There are also notifications that show the traffic one might face on a particular route.",0,
"At this day and age I rely on google maps for everything. Directions. Reviews. Traffic. Yeah apps like waze and yelp are cool but this is the catch all app. I’m terrible with directions and use google maps for drives across the country to drives to my Wal-Mart down the street. Google changed the game and are constantly improving it so competitors like apple maps(got me lost several times) will never be able to compete. Also, I throughly enjoy writing reviews for google. God help people like myself when the world ends and our phone service goes out. Better brush up map reading skills every now and again. You guys remember paper maps? Ha!",0,
"Let me start by saying I’m a professional truck driver. This app is good on its own merit, but( Here it comes) it could be better. For example, sometimes my Rand McNally GPS likes to be stubborn and not find a location. Google Maps would have it, but won’t be so truck friendly on the routes. If there was a way to program truck routing into Google Maps, that would be amazing. So, until that option is available, I’m gonna give it 3 stars.",0,
"Great app and always loved using the app; however, whenever I open the app it freezes and takes several minutes to stop freezing. I force close the app and open again and it's still frozen. I'm not sure why this takes so long to unfreeze or why it happens so often, but it's only started happening within the last few weeks. I'd love the next update to fix this!",1,"Let's give clearing your phones cache to possibly improve this issue for you like it has for others. More details on clearing cache can be found here:https://goo.gl/GW6uOo. If you are still experiencing this after following these steps, please give us a bit more about what you're experiencing so we can investigate further."
"The live location feature is not working  for me when my mom and i want to share locations it says link is Not supported  i tried updating the app on both devices and tried the other options they offer to share location, but it does not work i am really disappointed because thats how we find each other now that she has a cellphone  i hope i can find a solution as soon as possible",0,
"What would we do without google maps! But lately I have had an ongoing problem with the functionality. Instead of providing the directional arrow as it should, maps just shows the steps, rendering maps all but useless. If you don’t know the direction you are currently facing, how do you know where to start. Especially difficult in a city like Barcelona, Spain w many small streets like a maze. Google got me hopelessly lost. I deleted and reinstalled and still it doesn’t show me where I am relative to the map.",1,"Thanks for your review! Check out some tips from our Help Center on how to improve the apps speed as this is the likely cause of what you are seeing: https://goo.gl/GW6uOo.   Also, please check out this Help Center link for some tips that might help improve your location accuracy: https://goo.gl/XlhhQr"
"Just excellent service. Nothing is so helpful as google maps give you all the options. Just type in the address and you are done. How to reach your destination, gives you all the information. Very very impressive, very important to have it in your phone. Never leave home without google maps. ⭐️⭐️⭐️⭐️⭐️",0,
"Every time I actually close google maps now (swipe it away), the traffic layer turns off. This is rather annoying, as I use this option daily and now have to turn it back on every time I open the app. Edit - thanks, seems like this is working now after the last update. 5stars.",1,"Thank you for letting us know about this issue, and your patience as we fixed the problem. We appreciate it! With the latest update, Google Maps should now be working as usual."
"This has been my go-to maps app for years. Idk what’s happened to it. If I’m 1/4 Mile from a house I’m looking for, it will send me in a 10 mile loop to pull into the driveway from the other side. There is no good reason for this. No medians, no one way streets. I guess Google just likes sending me in circles now. Not a one time thing. Maybe 10 times yesterday. Two other times, I’ve been sent to a completely different road than the house is on, and told that I’m there. It turns out that the house is 1/2 mile through the woods in that general area, but on a different road. I don’t get it.",0,
It’s my go to navigation. Since Google already knows everything about us it makes finding addresses much quicker in the search bar because it pretty much knows where you’re going before you go in there. It is far better than the Apple navigation app in every way. Keep up the good work!,0,
"While still not perfect and with the occasional bug, it is by far the most reliable day in day out navigation app out there. I really wish it had Waze’s useful and interactive features but at the end of the day, google maps is the more consistent one so it’s definitely worth it.",0,
"With my driving job, it is useful to help me to get to many destinations.  Most of the time the directions are accurate and I am supporting this Google Maps by communicating with them with correction of house numbers/business closed/wrong location. They do follow up quickly with my suggestions.  This is nice to have an extra map as a back up in case other maps are inaccurate.",0,
"I used to exclusively use Google maps for driving directions but now I never do. The app constantly lags or the arrow faces the wrong direction or it takes forever to reroute me because it lagged and I missed a turn.  Not sure what’s going on, started about a few months ago. I did all the usual things of closing the app in the background, soft reset on my phone, deleted the app and re-added it. Nothing solves the lagging issue. I have since switched to Waze which doesn’t have these issues. Thanks anyway Google.",0,
"I use Google Maps more than any other app, maybe to excess. I love maps, I love memorizing geographies, and daydreaming about places I'd like to go. It makes me so sad that there's no ""neutral"" state any more. You have to be driving, in transit, or consuming (""exploring""). I just want to look at the map, without the clutter of station info and that horrible traffic data. I live in NYC. Nobody wants to see those stressful red lines, which are always red, every time they open the app. Poor user experience, it's like Data from Star Trek designed the update. It ""makes sense"" but it isn't delightful to use.",1,"Thank you for letting us know about this issue, and your patience as we fixed the problem. We appreciate it! With the latest update, Google Maps should now be working as usual."
"I've used this for work for the past 6-months, but now I'm switching back to Apple's. The app refuses to look up actual addresses now, instead it locates associated buildings. This has been a problem for the past two-weeks and is extremely inconvenient for someone who has to look up 20 addresses a day. For instance, when I type in an address like 110 W 12th Ave., the address that the app will show is the leasing office across town at 382 E 4th Ave. Just show me the address I want to see! Why on earth would I want to see the leasing office!? If I wanted to see it, I'd look it up myself!",1,4/3/18 Are you still experiencing this issue? 3/22/18 Sorry to hear about this issue! Are you still experiencing this on version 4.47 of Google Maps?
"I love this app, way better than apple maps. But after that last update it doesn't work. Can't track my location, constantly getting me lost, I don't know about turns until well after Ive passed them. Fix for 5 stars —— UPDATE: Whatever problems I was having seem to have been resolved. Thank you. 5 stars as promised",0,
"Used for first when the audio function on my Garmin GPS died. Everything worked fine until I was within a quarter mile of destination. No indication of arrival and if It was on the left or right. I have been to the destination before; so I knew to turn into the strip mall. Only when I entered the parking lot did the app indicate arrival and on what side. Otherwise, I would have passed by completely. I will wait to see if this issue is addressed before gettin another Garmin.",0,
"Each ""update"" of this app has gotten worse. I was on an hour long trip and it stopped the navigation twice each way. That's a pretty dangerous issues, especially if one is driving alone. Update on September 16: This app is still pretty bad. It's great to add new features, but my primary issue is with the navigation system, which continues to stop after a certain period of driving. Perhaps I'm the only one with this issue since google continue to rank very well. However, I would hope that this is somehow addressed and acknowledged.",0,
"Previous version was not happy because I had to always select traffic in order to see the traffic in real time. But now, its back everyone! The traffic is always on when you open the app. Thank you for putting it back Google!",0,
"I desperately need a feature available on your map to give a""shortest distance"" option. I have to resort to my Garmin sometimes to get mostly back roads and scenic places. Also an avoidance feature to avoid dirt roads. Riding a motorcycle has challenges of it's own. Thanks Also could be better at holding your map on screen when the signal is lost temporarily. Or maybe add a satellite carrier. Thanks again.",0,
"Looking for a particular type of restaurant and driving to find it, only it turns out the only building on the block is an auto parts store.  Looking up an address and waiting minutes for the map to locate it, if can. Take an extra 15 minutes to never getting to your intended local with out having to call someone to help you. Trying to find Starbucks only to find it in a different shopping center half a block away in a shopping center on the opposite side of the road??? Then this is the app to have, if you can get it to load.",1,Thank you for your review! Sorry to hear about this issue. Please copy and paste this Help Center link into your browser for some steps that might help improve your location accuracy: https://goo.gl/XlhhQr
"Hi, my name is shannon Slaughter and I am writing this review today because I want you to know I am really happy with the service I was provided by Michael carter. He came in my house very respectful and friendly, and professional. He has been to my house before to fix an AC problem. I wasn’t home at the time but my son was. He also said that Michael was nice and professional.",0,
I find it quite interesting that every time I look for myself on the map I am either down the street or at least a block away... I have lived in this house for a year and a half now and have reported it many many times but delivery people are sent past my house and report back that they could find no house where they were sent.  I know they said that it had been updated but there is are over 350 houses in this place and more going in every. please! Please update this area.,0,
"I have always preferred this Google Maps app over Apple’s built in map app. However, ever since the most recent iOS update I have not been able to get up-to-date traffic information to load when I really need it. Sometimes the streets won’t even load. I can’t figure out if there is a fix to this or not, but I’ll be super disappointed if they don’t fix this app &amp; I'm forced to find something different.",0,
It gives you the most direct route . Often is not the fastest. Often end up in wrong location . Not sure IF ANY RESEARCH is done to check accuracy. If gives a great layout of area . If you understand how to read a map . It will give complete visual of area. It’s not perfect . Just like trying to find a nickname on this site,0,
"It works great and does a good job rerouting when there’s traffic. However, it’s hard to moved a route around if you want to go a specific way. The biggest issue is the voice doesn’t always talk. Sometimes it does but not until right at the turn. Other times it just stops talking and you have to restart the app. If it would fix this I’d use i all the time. But I’m starting to use Waze because it’s more reliable.",1,"Thank you for your review. We've listed the steps to try to hear all of the voice navigation throughout your trip: Start navigation In the top right tap Sound icon. Then one of the following Mute: No voice Alerts: Alerts like traffic, construction, &amp; crashes(No turn-by-turn directions) Unmute, turn-by-turn directions + Alert Our Help Center article has more details: https://goo.gl/wE6p1e"
"When visiting unknown one way streets in cities day or night. Do your research by tablet, phone, or laptop. Using both default and satellite settings in layering. Locate places to sleep, eat, and top out of way places. For emergencies use to locate your estimated position for towing or road side emergency using app and wireless wifi portable. Saved me more than once!",0,
"While this navigation app seems to be one of the better ones available, it still needs some work. I just can’t understand how I can google something on my husbands laptop and then see ads for those same items in my social media apps; but then, google maps doesn’t seem to learn my frequently visited places and offer those as initial choices. Rather it suggests places that are closer. While I understand this method to a degree, I still don’t think it’s the most logical way of operating...",0,
"No question that Google maps is far superior to Apple’s, but a recent trip to Europe showed serious problems. It had us walking around a block, literally, a half a block away from the destination. We’d have never found it had I not asked for help.  Earlier that day, it turned a 3 block walk from the train station to our hotel into a 2 mile walk and a 10€ cab ride.  The direction arrow moves too slowly and it tells you to go north or east when you have no way of knowing which way those are.",0,
I travel a lot and get lost even more... I resist getting apps as much as I can but I finally gave in after a trip to Germany where I was struggling to get around when I didn’t have WiFi access. This thing is a game changer! I’m able to map my trips as well as have google dictate directions when driving. So happy I got it!,0,
..I wonder why..... Apple maps has taken me to the wrong place multiple times. The last time it resulted in being 57 minutes away from the actual location. Google maps is the way to go hands down. Only downside is lack of Apple car play with google maps. Duck apple maps!,0,
"I’ve never had an issue with this app, but I went to Boston yesterday and the thing was going crazy. It kept changing the route and didn’t seem to understand overpasses and underpasses. It had me going in circles until I pulled over and wrote the route it was showing and went that way. The whole time it switched routes 9-13 times and right when I needed to know where to turn. I used Waze on the way home with none of this confusion.",0,
"Google Maps app is finally geolocation me correctly for the first time in a few months. The app has been rendered useless with bugs for the last few months. For a time, I had to turn on “north is up” to get it to work and then that even stopped working. Most recent app release was well needed!",0,
"Great app, use it almost daily. I feel lately its a bit cluttered and you guys try to pack as much things as you can in there. Last version of the app its steering me away from it because the placement of the directions button. It used to be right at my thumb, now its just uncomfortable to reach. My main usage for the app is to get directions and mostly while driving, with the new placement of the directions button it has become a problem.",1,"Thanks for the review. Please submit your feedback through the application: open maps, select ☰ (Side menu top left corner) &gt; Send feedback &gt; Your opinions about Maps &gt; Submit. This will ensure your feedback is sent directly to the teams that can use your ideas."
I would be completely LOST without this app! I love the so so many aspects of this....... I can look up addresses and then jeans the map straight to my employees cell phones  / I can get all kinds of info on the company I am looking up / I can get an estimated arrival time / I can link up to my destination’s phone so they can track me as I drive / I can just go on &amp; on &amp; on!,0,
"This used to be my go to map app. for time to destination, for turn by turn guidance but it just has too many flaws to stay with. When you zoom in to read the street names... they get smaller!!! so you have to take a screen shot to read the street. and, the MOST annoying thing is, it used to be a map app but now seems to want to be yelp or something. There is no way to get rid of the annoying pop up ""explore"" menu. I don't want to explore anything!!! I just want directions. Jeez louise.",0,
It would be nice to be able to turn on my maps and go to my service calls without being followed daily. By sick satanic gang stalkers So I have to turn on. U maps the. Remember where it said to go then turn location devices off as soon as it comes back on to my next service call.  I’m being flanked with em again.,0,
"My boyfriend that I am sharing my location with says that it shows I am offline on his end. I can see his location fine and it shows I am online on my end but he cannot see me at all. I’ve tried every fix I could think of/find and nothing works. It’s been happening for a week now-I’m not sure if it’s due to me updating to iOS 11 but I think it is. At any rate, they need to release an update to fix this because it’s very important to us that we can see each other’s location!",0,
"I can’t get Google Maps to access contacts in suggested locations on my iPhone 8 with iOS 11. On my old phone, I was able to turn on “access contacts” on the Google Maps settings screen. Also, make “my places” easier to access. They used to be listed on the first drop down menu. Now I have to click into another menu to get to them.",0,
I was referred to Solutions from a pest professional for a certain product to control rodents. Tayron was very knowledgeable and explained the product in detail and even illustrated how to place the packets. I was very impressed and left satisfied with how to use the product and confident it would do the job at hand. I highly recommend Solutions and will surely use them again if the need arises.,0,
"Not sure what the issue is but suddenly it is not showing me my favorites that I saved Home and work, just shows history but irrelevant history. Today it wouldn’t even figure out that I wanted to travel from my current location I had to put that in too. Frustrating when you’re trying to do something quick and are used to just tapping your destination and it knows that you want to from current location without typing anything in.",1,"2/1/18 Did this resolve your concerns? 12/5/17 Thank you for letting us know about this issue, and your patience as we fixed the problem. We appreciate it! With the latest update, Google Maps should now be working as usual."
"I used to love this app and used it all the time. But all of a sudden, within the last week or two, it keeps getting my current location wrong. I take the subway and My Location always has me at a completely different subway stop than where I actually am. Opening and closing the app does nothing. Even turning off my phone doesn't work. I can figure out how to get where I need to go but why the hell should I have to? Fix it ASAP before I have to go to Apple maps instead!",0,
"Ever since the recent update it’s terrible. Bring it back to where it was. It does not give you specific directions you’re already passed a street and It will tell you to make a right-hand turn or a left-hand turn on that street once you’ve already passed it. I don’t understand what you guys did it was working perfectly before,  Constantly rerouting it’s route. Why do you always have to destroy something when it works perfectly? Please fix it.  Or I’ll find something else to use.",0,
Awesome maps. It knows roads that no other map application has and the most updated maps. Would be awesome to have speed limits since it's becoming the standard for most gps applications. Weather would also be Plus but otherwise this is the only gps application I use and trust 100 percent. Never has is failed me yet. Thanks Google!!,0,
"Stellar app - I use this and don’t even consider Apple Maps. However, as I often listen to audiobooks and songs, I’m tired of the voice freaking out and interrupting the audiobook experience whenever I pull off to get gas or drive through a restaurant. Please add to the app so that the navigation system guesses that you’re taking a break and stays quiet. Thanks!",0,
"Since previous update, When I search for a place and tap directions, it shows directions but after a second automatically returns to search result. In Iran (which I have tested it) , turn by turn navigation is not active yet, so maybe this bug doesn't exist in other areas of the world.",0,
The new update gives inaccurate directions until the last moment when on the expressway. With in the last few weeks I’ve had to get off the expressway 4 to sometimes 8 or more miles passed the exit I was suppose to get off just to turn around. I used to use my google maps gps rather than my cars gps. Also when I search for a certain place near me it give me location more than 40 miles away as if my google maps doesnt know when the hell I'm at. Please fix or I’m not going to be using google maps anymore.,0,
As a first time car buyer I was a little nervous  so knew what I wanted or at least the style. Jennifer let me test drive all three picks and was so casual and didn’t stress me out while driving. She answered every question great and gave us the run down of each vehicle as if we were buying them. I’d highly recommend asking for her she won’t disappoint!,0,
